DateCount,Filter100um1,Filter100um2,Filter10um1,Filter10um2,Filter20um1,Filter20um2,Filter20um3,Filter20umPercDiff,FilterRinse,HClAdded,JarID,LarvaeCountsNotes,NumPhotos,NumSWR,Objective,PercentAbnormal,PersonFilterCount,PersonPhotos,PhotoNotes,PresenceJunk,PresenceZopl,SWRAbnormal,SWRCountTotal,SWRD,SWRFacingAway,SWRFacingAwayAbnormal,SWRRound,SWRStored,SWRTotal,SWRType,SWRUnsure,Total1mL,TotalLarvae,OrigTotalLarvae
20190402,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J144_B3,NA,30,1,20X,0.794117647,NA,Ffion,NA,TRUE,FALSE,27,NA,7,NA,NA,NA,NA,34,glass,NA,NA,NA,NA
20181206,0,0,0,0,0,0,NA,0,95% ETOH,FALSE,J145_B1,"For the filter we tested the suction filtration device, but the suction didn't form because the rubber stopper was cracked so Isaac took it off and the entire sample fell out onto the counter/floor",43,1,20X,NA,Camila/Isaac,Camila,NA,NA,NA,0,TRUE,0,0,0,0,95%ETOH,98,plastic,0,0,98,0
20190110,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J146_B1,NA,31,1,20X,NA,NA,Ffion,abnormal photos: 5,NA,NA,0,NA,0,0,0,0,NA,254,plastic,0,0,NA,254
20190111,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J147_B1,NA,26,1,20X,NA,NA,Ffion,"abnormal photos: 31, 43",NA,NA,0,NA,0,0,0,0,NA,103,plastic,0,0,NA,103
20190114,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J148_B1,NA,25,1,20X,NA,NA,Ffion,abnormal photos: 21,NA,NA,0,NA,0,0,0,0,NA,187,plastic,0,0,NA,187
20190114,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J149_B1,NA,33,1,20X,NA,NA,Ffion,"abnormal photos: 5, 7, 26, 33",NA,NA,0,NA,0,0,0,0,NA,457,plastic,0,0,NA,457
20190828,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J150_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190115,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J152_B1,NA,33,1,20X,NA,NA,Ffion,abnormal photos: 2?,NA,NA,0,NA,0,0,0,0,NA,164,plastic,0,0,NA,164
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J152_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190115,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J153_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,327,plastic,0,0,NA,327
20190116,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J154_B1,NA,32,1,20X,NA,NA,Ffion,"abnormal photos: 18, 33",NA,NA,0,NA,0,0,0,0,NA,423,plastic,0,0,NA,423
20190116,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J155_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,129,plastic,0,0,NA,129
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J155_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190117,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J156_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,187,plastic,0,0,NA,187
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J156_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190117,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J157_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,475,plastic,0,0,NA,475
20190117,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J158_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,149,plastic,0,0,NA,149
20190117,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J159_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,314,plastic,0,0,NA,314
20190118,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J160_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,131,plastic,0,0,NA,131
20190118,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J161_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,361,plastic,0,0,NA,361
20190118,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J162_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,273,plastic,0,0,NA,273
20190118,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J163_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,92,plastic,0,0,NA,92
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J163_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190122,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J164_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,179,plastic,0,0,NA,179
20190122,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J165_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,307,plastic,0,0,NA,307
20190123,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J166_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,166,plastic,0,0,NA,166
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J166_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190123,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J167_B1,flag as outlier,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,1792,plastic,0,0,NA,1792
20190123,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J168_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,292,plastic,0,0,NA,292
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J168_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190124,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J169_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,595,plastic,0,0,NA,595
20190124,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J170_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,224,plastic,0,0,NA,224
20190124,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J171_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,275,plastic,0,0,NA,275
20190124,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J172_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,391,plastic,0,0,NA,391
20190125,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J173_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,465,plastic,0,0,NA,465
20190125,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,J174_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,plastic,0,0,NA,0
20190128,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J175_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,plastic,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J175_B2,NA,11,3,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190128,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J176_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,plastic,0,NA,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J176_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190128,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J177_B1,NA,30,1,20X,NA,NA,Ffion,many deformed larvae,NA,NA,0,NA,0,0,0,0,NA,0,plastic,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J177_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190128,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J178_B1,NA,30,2,20X,NA,NA,Ffion,"13 photos first slide, ~20 larvae total on first slide",NA,NA,0,NA,0,0,0,0,NA,0,plastic,0,0,NA,NA
20190128,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J179_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,plastic,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J179_B2,NA,2,2,20X,NA,NA,Ffion,not sure if #1 is larva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190128,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J180_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,plastic,0,0,NA,NA
20190129,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J181_B1,NA,10,1,20X,NA,NA,Ffion,only 10 photos appear in folder,NA,NA,0,NA,0,0,0,0,NA,0,plastic,0,0,NA,NA
20190129,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J182_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,plastic,0,0,NA,NA
20190327,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J182_B2,NA,7,1,20X,0.875,NA,Ffion,NA,TRUE,FALSE,7,NA,1,NA,NA,NA,NA,8,glass,NA,NA,NA,NA
20190327,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J183_B2,NA,30,1,20X,0.061349693,NA,Ffion,NA,TRUE,FALSE,10,NA,153,NA,NA,NA,NA,163,glass,NA,NA,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J184_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190130,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J185_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190130,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J186_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J186_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190130,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J187_B1,NA,30,2,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190131,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J188_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J189_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190131,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J190_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190131,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J191_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J191_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190131,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J192_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190327,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J192_B2,NA,30,1,20X,0.007259528,NA,Ffion,NA,FALSE,FALSE,4,NA,547,NA,NA,NA,NA,551,glass,NA,NA,NA,NA
20190131,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J193_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J193_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J194_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190131,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J195_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190131,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J197_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J197_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190201,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J198_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190201,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J199_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J199_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190201,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J200_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190201,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J201_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J201_B2,NA,15,1,20X,NA,NA,Ffion,sample used for pH tracking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190201,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J202_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190201,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J203_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190201,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J204_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J204_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190204,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J205_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190204,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J207_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J207_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190205,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J208_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J208_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190205,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J209_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190327,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J209_B2,NA,30,1,20X,0.103202847,NA,Ffion,NA,TRUE,FALSE,29,NA,252,NA,NA,NA,NA,281,glass,NA,NA,NA,NA
20190205,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J210_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J210_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190205,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J211_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190205,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J212_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J212_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190207,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J213_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190207,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J214_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J214_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190207,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J215_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J215_B2,NA,4,1,20X,NA,NA,Ffion,all abnormal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190207,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J216_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190207,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J217_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190208,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J218_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190208,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J219_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190211,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J220_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190211,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J221_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J221_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190211,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J222_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190206,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J223_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J223_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190211,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J224_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190211,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J225_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190211,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J226_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J226_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190211,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J227_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190212,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J228_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J228_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190212,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J229_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190212,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J230_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190212,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J231_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190212,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J232_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190214,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J233_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190214,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J234_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J234_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190214,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J235_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190214,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J236_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J236_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190214,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J237_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J237_B2,NA,15,2,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190214,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J238_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190214,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J239_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190829,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J239_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190215,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J240_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190215,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J241_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
20190215,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J243_B1,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,0,NA,0,0,0,0,NA,0,glass,0,0,NA,NA
